clean_text,sentiment
sample tweet 8911,negative
sample tweet 8912,positive
sample tweet 8913,negative
sample tweet 8914,positive
sample tweet 8915,positive
sample tweet 8916,positive
sample tweet 8917,positive
sample tweet 8918,negative
sample tweet 8919,negative
sample tweet 8920,positive
sample tweet 8921,positive
sample tweet 8922,negative
sample tweet 8923,negative
sample tweet 8924,neutral
sample tweet 8925,positive
sample tweet 8926,negative
sample tweet 8927,positive
sample tweet 8928,negative
sample tweet 8929,negative
sample tweet 8930,negative
sample tweet 8931,positive
sample tweet 8932,positive
sample tweet 8933,positive
sample tweet 8934,negative
sample tweet 8935,positive
sample tweet 8936,negative
sample tweet 8937,neutral
sample tweet 8938,positive
sample tweet 8939,positive
sample tweet 8940,neutral
sample tweet 8941,positive
sample tweet 8942,positive
sample tweet 8943,positive
sample tweet 8944,positive
sample tweet 8945,positive
sample tweet 8946,negative
sample tweet 8947,neutral
sample tweet 8948,negative
sample tweet 8949,neutral
sample tweet 8950,neutral
sample tweet 8951,neutral
sample tweet 8952,negative
sample tweet 8953,positive
sample tweet 8954,positive
sample tweet 8955,positive
sample tweet 8956,positive
sample tweet 8957,positive
sample tweet 8958,negative
sample tweet 8959,positive
sample tweet 8960,positive
sample tweet 8961,neutral
sample tweet 8962,positive
sample tweet 8963,positive
sample tweet 8964,negative
sample tweet 8965,positive
sample tweet 8966,positive
sample tweet 8967,positive
sample tweet 8968,positive
sample tweet 8969,positive
sample tweet 8970,positive
sample tweet 8971,negative
sample tweet 8972,negative
sample tweet 8973,positive
sample tweet 8974,positive
sample tweet 8975,negative
sample tweet 8976,positive
sample tweet 8977,positive
sample tweet 8978,neutral
sample tweet 8979,neutral
sample tweet 8980,positive
sample tweet 8981,positive
sample tweet 8982,positive
sample tweet 8983,negative
sample tweet 8984,negative
sample tweet 8985,neutral
sample tweet 8986,negative
sample tweet 8987,neutral
sample tweet 8988,positive
sample tweet 8989,negative
sample tweet 8990,positive
sample tweet 8991,positive
sample tweet 8992,negative
sample tweet 8993,neutral
sample tweet 8994,negative
sample tweet 8995,positive
sample tweet 8996,neutral
sample tweet 8997,positive
sample tweet 8998,positive
sample tweet 8999,positive
sample tweet 9000,positive
sample tweet 9001,positive
sample tweet 9002,neutral
sample tweet 9003,neutral
sample tweet 9004,negative
sample tweet 9005,negative
sample tweet 9006,positive
sample tweet 9007,positive
sample tweet 9008,positive
sample tweet 9009,neutral
sample tweet 9010,positive
sample tweet 9011,negative
sample tweet 9012,positive
sample tweet 9013,negative
sample tweet 9014,positive
sample tweet 9015,neutral
sample tweet 9016,positive
sample tweet 9017,positive
sample tweet 9018,negative
sample tweet 9019,neutral
sample tweet 9020,negative
sample tweet 9021,positive
sample tweet 9022,positive
sample tweet 9023,neutral
sample tweet 9024,positive
sample tweet 9025,positive
sample tweet 9026,positive
sample tweet 9027,positive
sample tweet 9028,negative
sample tweet 9029,positive
sample tweet 9030,negative
sample tweet 9031,positive
sample tweet 9032,negative
sample tweet 9033,positive
sample tweet 9034,positive
sample tweet 9035,positive
sample tweet 9036,positive
sample tweet 9037,neutral
sample tweet 9038,positive
sample tweet 9039,neutral
sample tweet 9040,positive
sample tweet 9041,positive
sample tweet 9042,neutral
sample tweet 9043,neutral
sample tweet 9044,positive
sample tweet 9045,positive
sample tweet 9046,neutral
sample tweet 9047,neutral
sample tweet 9048,positive
sample tweet 9049,positive
sample tweet 9050,positive
sample tweet 9051,neutral
sample tweet 9052,positive
sample tweet 9053,neutral
sample tweet 9054,neutral
sample tweet 9055,negative
sample tweet 9056,neutral
sample tweet 9057,positive
sample tweet 9058,positive
sample tweet 9059,positive
sample tweet 9060,negative
sample tweet 9061,positive
sample tweet 9062,positive
sample tweet 9063,neutral
sample tweet 9064,positive
sample tweet 9065,positive
sample tweet 9066,negative
sample tweet 9067,positive
sample tweet 9068,neutral
sample tweet 9069,positive
sample tweet 9070,positive
sample tweet 9071,neutral
sample tweet 9072,positive
sample tweet 9073,negative
sample tweet 9074,neutral
sample tweet 9075,neutral
sample tweet 9076,neutral
sample tweet 9077,positive
sample tweet 9078,positive
sample tweet 9079,neutral
sample tweet 9080,positive
sample tweet 9081,negative
sample tweet 9082,negative
sample tweet 9083,neutral
sample tweet 9084,positive
sample tweet 9085,neutral
sample tweet 9086,negative
sample tweet 9087,negative
sample tweet 9088,neutral
sample tweet 9089,negative
sample tweet 9090,positive
sample tweet 9091,positive
sample tweet 9092,positive
sample tweet 9093,neutral
sample tweet 9094,positive
sample tweet 9095,positive
sample tweet 9096,positive
sample tweet 9097,positive
sample tweet 9098,positive
sample tweet 9099,positive
sample tweet 9100,neutral
sample tweet 9101,neutral
sample tweet 9102,positive
sample tweet 9103,negative
sample tweet 9104,negative
sample tweet 9105,positive
sample tweet 9106,neutral
sample tweet 9107,neutral
sample tweet 9108,positive
sample tweet 9109,positive
sample tweet 9110,positive
sample tweet 9111,positive
sample tweet 9112,negative
sample tweet 9113,neutral
sample tweet 9114,negative
sample tweet 9115,neutral
sample tweet 9116,positive
sample tweet 9117,neutral
sample tweet 9118,positive
sample tweet 9119,neutral
sample tweet 9120,neutral
sample tweet 9121,positive
sample tweet 9122,neutral
sample tweet 9123,negative
sample tweet 9124,neutral
sample tweet 9125,positive
sample tweet 9126,positive
sample tweet 9127,neutral
sample tweet 9128,positive
sample tweet 9129,positive
sample tweet 9130,positive
sample tweet 9131,positive
sample tweet 9132,neutral
sample tweet 9133,positive
sample tweet 9134,positive
sample tweet 9135,negative
sample tweet 9136,neutral
sample tweet 9137,negative
sample tweet 9138,neutral
sample tweet 9139,neutral
sample tweet 9140,negative
sample tweet 9141,neutral
sample tweet 9142,positive
sample tweet 9143,positive
sample tweet 9144,negative
sample tweet 9145,negative
sample tweet 9146,positive
sample tweet 9147,negative
sample tweet 9148,neutral
sample tweet 9149,positive
sample tweet 9150,positive
sample tweet 9151,negative
sample tweet 9152,negative
sample tweet 9153,positive
sample tweet 9154,positive
sample tweet 9155,negative
sample tweet 9156,neutral
sample tweet 9157,neutral
sample tweet 9158,negative
sample tweet 9159,negative
sample tweet 9160,positive
sample tweet 9161,negative
sample tweet 9162,positive
sample tweet 9163,negative
sample tweet 9164,neutral
sample tweet 9165,neutral
sample tweet 9166,negative
sample tweet 9167,negative
sample tweet 9168,neutral
sample tweet 9169,positive
sample tweet 9170,negative
sample tweet 9171,positive
sample tweet 9172,neutral
sample tweet 9173,positive
sample tweet 9174,neutral
sample tweet 9175,neutral
sample tweet 9176,neutral
sample tweet 9177,neutral
sample tweet 9178,positive
sample tweet 9179,neutral
sample tweet 9180,neutral
sample tweet 9181,negative
sample tweet 9182,neutral
sample tweet 9183,neutral
sample tweet 9184,neutral
sample tweet 9185,neutral
sample tweet 9186,negative
sample tweet 9187,positive
sample tweet 9188,positive
sample tweet 9189,negative
sample tweet 9190,positive
sample tweet 9191,negative
sample tweet 9192,neutral
sample tweet 9193,negative
sample tweet 9194,neutral
sample tweet 9195,positive
sample tweet 9196,positive
sample tweet 9197,neutral
sample tweet 9198,positive
sample tweet 9199,neutral
sample tweet 9200,neutral
sample tweet 9201,positive
sample tweet 9202,neutral
sample tweet 9203,positive
sample tweet 9204,positive
sample tweet 9205,positive
sample tweet 9206,positive
sample tweet 9207,positive
sample tweet 9208,positive
sample tweet 9209,negative
sample tweet 9210,positive
sample tweet 9211,positive
sample tweet 9212,neutral
sample tweet 9213,positive
sample tweet 9214,positive
sample tweet 9215,positive
sample tweet 9216,positive
sample tweet 9217,positive
sample tweet 9218,negative
sample tweet 9219,positive
sample tweet 9220,neutral
sample tweet 9221,neutral
sample tweet 9222,positive
sample tweet 9223,neutral
sample tweet 9224,neutral
sample tweet 9225,neutral
sample tweet 9226,positive
sample tweet 9227,positive
sample tweet 9228,positive
sample tweet 9229,negative
sample tweet 9230,neutral
sample tweet 9231,neutral
sample tweet 9232,negative
sample tweet 9233,positive
sample tweet 9234,positive
sample tweet 9235,positive
sample tweet 9236,positive
sample tweet 9237,positive
sample tweet 9238,positive
sample tweet 9239,negative
sample tweet 9240,neutral
sample tweet 9241,neutral
sample tweet 9242,negative
sample tweet 9243,positive
sample tweet 9244,negative
sample tweet 9245,positive
sample tweet 9246,positive
sample tweet 9247,positive
sample tweet 9248,neutral
sample tweet 9249,positive
sample tweet 9250,negative
sample tweet 9251,positive
sample tweet 9252,negative
sample tweet 9253,positive
sample tweet 9254,neutral
sample tweet 9255,neutral
sample tweet 9256,positive
sample tweet 9257,positive
sample tweet 9258,positive
sample tweet 9259,negative
sample tweet 9260,neutral
sample tweet 9261,negative
sample tweet 9262,positive
sample tweet 9263,positive
sample tweet 9264,neutral
sample tweet 9265,neutral
sample tweet 9266,negative
sample tweet 9267,negative
sample tweet 9268,negative
sample tweet 9269,negative
sample tweet 9270,neutral
sample tweet 9271,negative
sample tweet 9272,positive
sample tweet 9273,positive
sample tweet 9274,positive
sample tweet 9275,positive
sample tweet 9276,negative
sample tweet 9277,positive
sample tweet 9278,positive
sample tweet 9279,negative
sample tweet 9280,neutral
sample tweet 9281,neutral
sample tweet 9282,positive
sample tweet 9283,neutral
sample tweet 9284,positive
sample tweet 9285,positive
sample tweet 9286,neutral
sample tweet 9287,neutral
sample tweet 9288,positive
sample tweet 9289,positive
sample tweet 9290,neutral
sample tweet 9291,positive
sample tweet 9292,neutral
sample tweet 9293,positive
sample tweet 9294,positive
sample tweet 9295,negative
sample tweet 9296,negative
sample tweet 9297,positive
sample tweet 9298,positive
sample tweet 9299,positive
sample tweet 9300,neutral
sample tweet 9301,positive
sample tweet 9302,positive
sample tweet 9303,positive
sample tweet 9304,negative
sample tweet 9305,neutral
sample tweet 9306,positive
sample tweet 9307,positive
sample tweet 9308,neutral
sample tweet 9309,positive
sample tweet 9310,positive
sample tweet 9311,neutral
sample tweet 9312,negative
sample tweet 9313,negative
sample tweet 9314,positive
sample tweet 9315,neutral
sample tweet 9316,positive
sample tweet 9317,positive
sample tweet 9318,negative
sample tweet 9319,negative
sample tweet 9320,neutral
sample tweet 9321,neutral
sample tweet 9322,positive
sample tweet 9323,positive
sample tweet 9324,positive
sample tweet 9325,positive
sample tweet 9326,neutral
sample tweet 9327,positive
sample tweet 9328,neutral
sample tweet 9329,neutral
sample tweet 9330,positive
sample tweet 9331,positive
sample tweet 9332,positive
sample tweet 9333,neutral
sample tweet 9334,positive
sample tweet 9335,positive
sample tweet 9336,negative
sample tweet 9337,positive
sample tweet 9338,positive
sample tweet 9339,negative
sample tweet 9340,positive
sample tweet 9341,positive
sample tweet 9342,positive
sample tweet 9343,positive
sample tweet 9344,positive
sample tweet 9345,negative
sample tweet 9346,negative
sample tweet 9347,positive
sample tweet 9348,positive
sample tweet 9349,neutral
sample tweet 9350,neutral
sample tweet 9351,positive
sample tweet 9352,negative
sample tweet 9353,positive
sample tweet 9354,positive
sample tweet 9355,positive
sample tweet 9356,neutral
sample tweet 9357,negative
sample tweet 9358,neutral
sample tweet 9359,neutral
sample tweet 9360,positive
sample tweet 9361,positive
sample tweet 9362,neutral
sample tweet 9363,positive
sample tweet 9364,neutral
sample tweet 9365,neutral
sample tweet 9366,positive
sample tweet 9367,positive
sample tweet 9368,negative
sample tweet 9369,positive
sample tweet 9370,negative
sample tweet 9371,positive
sample tweet 9372,neutral
sample tweet 9373,negative
sample tweet 9374,positive
sample tweet 9375,positive
sample tweet 9376,positive
sample tweet 9377,negative
sample tweet 9378,neutral
sample tweet 9379,neutral
sample tweet 9380,negative
sample tweet 9381,positive
sample tweet 9382,positive
sample tweet 9383,positive
sample tweet 9384,positive
sample tweet 9385,negative
sample tweet 9386,negative
sample tweet 9387,negative
sample tweet 9388,positive
sample tweet 9389,positive
sample tweet 9390,negative
sample tweet 9391,positive
sample tweet 9392,negative
sample tweet 9393,positive
sample tweet 9394,neutral
sample tweet 9395,neutral
sample tweet 9396,positive
sample tweet 9397,neutral
sample tweet 9398,neutral
sample tweet 9399,positive
sample tweet 9400,neutral
sample tweet 9401,negative
sample tweet 9402,positive
sample tweet 9403,positive
sample tweet 9404,neutral
sample tweet 9405,negative
sample tweet 9406,negative
sample tweet 9407,positive
sample tweet 9408,positive
sample tweet 9409,positive
sample tweet 9410,negative
sample tweet 9411,positive
sample tweet 9412,negative
sample tweet 9413,positive
sample tweet 9414,neutral
sample tweet 9415,positive
sample tweet 9416,positive
sample tweet 9417,negative
sample tweet 9418,positive
sample tweet 9419,positive
sample tweet 9420,neutral
sample tweet 9421,negative
sample tweet 9422,neutral
sample tweet 9423,neutral
sample tweet 9424,neutral
sample tweet 9425,negative
sample tweet 9426,positive
sample tweet 9427,negative
sample tweet 9428,positive
sample tweet 9429,positive
sample tweet 9430,positive
sample tweet 9431,positive
sample tweet 9432,positive
sample tweet 9433,positive
sample tweet 9434,positive
sample tweet 9435,negative
sample tweet 9436,neutral
sample tweet 9437,positive
sample tweet 9438,negative
sample tweet 9439,positive
sample tweet 9440,negative
sample tweet 9441,positive
sample tweet 9442,negative
sample tweet 9443,negative
sample tweet 9444,positive
sample tweet 9445,positive
sample tweet 9446,neutral
sample tweet 9447,negative
sample tweet 9448,neutral
sample tweet 9449,negative
sample tweet 9450,positive
sample tweet 9451,neutral
sample tweet 9452,negative
sample tweet 9453,positive
sample tweet 9454,positive
sample tweet 9455,neutral
sample tweet 9456,neutral
sample tweet 9457,neutral
